Year,Month,Day,Max (°F),Min (°F),Max (°C),Min (°C)
1885,1,1,50,43,10,6.1
1885,1,2,44,36,6.7,2.2
1885,1,3,47,34,8.3,1.1
1885,1,4,50,35,10,1.7
1885,1,5,43,37,6.1,2.8
1885,1,6,44,35,6.7,1.7
1885,1,7,50,35,10,1.7
1885,1,8,42,34,5.6,1.1
1885,1,9,50,34,10,1.1
1885,1,10,48,35,8.9,1.7
1885,1,11,49,38,9.4,3.3
1885,1,12,46,36,7.8,2.2
1885,1,13,45,36,7.2,2.2
1885,1,14,41,37,5,2.8
1885,1,15,40,36,4.4,2.2
1885,1,16,45,38,7.2,3.3
1885,1,17,45,38,7.2,3.3
1885,1,18,45,36,7.2,2.2
1885,1,19,42,34,5.6,1.1
1885,1,20,42,32,5.6,0
1885,1,21,42,33,5.6,0.6
1885,1,22,43,33,6.1,0.6
1885,1,23,43,36,6.1,2.2
1885,1,24,46,38,7.8,3.3
1885,1,25,46,37,7.8,2.8
1885,1,26,50,41,10,5
1885,1,27,49,42,9.4,5.6
1885,1,28,50,42,10,5.6
1885,1,29,52,39,11.1,3.9
1885,1,30,52,41,11.1,5
1885,1,31,46,41,7.8,5
1885,2,1,45,39,7.2,3.9
1885,2,2,44,38,6.7,3.3
1885,2,3,44,34,6.7,1.1
1885,2,4,40,37,4.4,2.8
1885,2,5,44,34,6.7,1.1
1885,2,6,48,35,8.9,1.7
1885,2,7,49,36,9.4,2.2
1885,2,8,49,37,9.4,2.8
1885,2,9,45,40,7.2,4.4
1885,2,10,49,37,9.4,2.8
1885,2,11,49,37,9.4,2.8
1885,2,12,49,42,9.4,5.6
1885,2,13,49,42,9.4,5.6
1885,2,14,45,39,7.2,3.9
1885,2,15,50,34,10,1.1
1885,2,16,42,34,5.6,1.1
1885,2,17,44,35,6.7,1.7
1885,2,18,43,35,6.1,1.7
1885,2,19,44,28,6.7,-2.2
1885,2,20,43,30,6.1,-1.1
1885,2,21,48,31,8.9,-0.6
1885,2,22,49,30,9.4,-1.1
1885,2,23,52,37,11.1,2.8
1885,2,24,52,44,11.1,6.7
1885,2,25,50,37,10,2.8
1885,2,26,55,42,12.8,5.6
1885,2,27,55,39,12.8,3.9
1885,2,28,50,40,10,4.4
1885,3,1,44,40,6.7,4.4
1885,3,2,45,36,7.2,2.2
1885,3,3,46,37,7.8,2.8
1885,3,4,47,40,8.3,4.4
1885,3,5,42,37,5.6,2.8
1885,3,6,43,36,6.1,2.2
1885,3,7,47,36,8.3,2.2
1885,3,8,44,38,6.7,3.3
1885,3,9,44,35,6.7,1.7
1885,3,10,45,35,7.2,1.7
1885,3,11,47,35,8.3,1.7
1885,3,12,47,35,8.3,1.7
1885,3,13,46,37,7.8,2.8
1885,3,14,51,37,10.6,2.8
1885,3,15,52,37,11.1,2.8
1885,3,16,52,37,11.1,2.8
1885,3,17,52,37,11.1,2.8
1885,3,18,51,34,10.6,1.1
1885,3,19,47,34,8.3,1.1
1885,3,20,47,37,8.3,2.8
1885,3,21,47,36,8.3,2.2
1885,3,22,47,35,8.3,1.7
1885,3,23,45,34,7.2,1.1
1885,3,24,50,38,10,3.3
1885,3,25,50,38,10,3.3
1885,3,26,51,39,10.6,3.9
1885,3,27,47,38,8.3,3.3
1885,3,28,48,37,8.9,2.8
1885,3,29,48,37,8.9,2.8
1885,3,30,48,37,8.9,2.8
1885,3,31,48,37,8.9,2.8
1885,4,1,48,38,8.9,3.3
1885,4,2,48,37,8.9,2.8
1885,4,3,49,38,9.4,3.3
1885,4,4,50,37,10,2.8
1885,4,5,49,37,9.4,2.8
1885,4,6,49,38,9.4,3.3
1885,4,7,50,40,10,4.4
1885,4,8,43,37,6.1,2.8
1885,4,9,46,40,7.8,4.4
1885,4,10,47,40,8.3,4.4
1885,4,11,47,40,8.3,4.4
1885,4,12,45,41,7.2,5
1885,4,13,48,41,8.9,5
1885,4,14,48,40,8.9,4.4
1885,4,15,49,41,9.4,5
1885,4,16,47,39,8.3,3.9
1885,4,17,55,38,12.8,3.3
1885,4,18,52,44,11.1,6.7
1885,4,19,60,45,15.6,7.2
1885,4,20,61,44,16.1,6.7
1885,4,21,52,49,11.1,9.4
1885,4,22,48,43,8.9,6.1
1885,4,23,47,42,8.3,5.6
1885,4,24,50,42,10,5.6
1885,4,25,54,46,12.2,7.8
1885,4,26,50,45,10,7.2
1885,4,27,52,43,11.1,6.1
1885,4,28,50,45,10,7.2
1885,4,29,55,43,12.8,6.1
1885,4,30,56,43,13.3,6.1
1885,5,1,55,43,12.8,6.1
1885,5,2,55,43,12.8,6.1
1885,5,3,51,43,10.6,6.1
1885,5,4,51,39,10.6,3.9
1885,5,5,48,40,8.9,4.4
1885,5,6,49,39,9.4,3.9
1885,5,7,46,37,7.8,2.8
1885,5,8,49,37,9.4,2.8
1885,5,9,49,40,9.4,4.4
1885,5,10,50,36,10,2.2
1885,5,11,49,39,9.4,3.9
1885,5,12,50,41,10,5
1885,5,13,52,40,11.1,4.4
1885,5,14,49,40,9.4,4.4
1885,5,15,54,42,12.2,5.6
1885,5,16,51,42,10.6,5.6
1885,5,17,50,41,10,5
1885,5,18,51,41,10.6,5
1885,5,19,52,40,11.1,4.4
1885,5,20,46,41,7.8,5
1885,5,21,52,43,11.1,6.1
1885,5,22,52,43,11.1,6.1
1885,5,23,51,40,10.6,4.4
1885,5,24,56,43,13.3,6.1
1885,5,25,57,45,13.9,7.2
1885,5,26,56,46,13.3,7.8
1885,5,27,61,48,16.1,8.9
1885,5,28,62,50,16.7,10
1885,5,29,57,49,13.9,9.4
1885,5,30,57,45,13.9,7.2
1885,5,31,54,47,12.2,8.3
1885,6,1,56,47,13.3,8.3
1885,6,2,56,49,13.3,9.4
1885,6,3,64,51,17.8,10.6
1885,6,4,60,50,15.6,10
1885,6,5,61,49,16.1,9.4
1885,6,6,56,47,13.3,8.3
1885,6,7,56,48,13.3,8.9
1885,6,8,56,47,13.3,8.3
1885,6,9,52,47,11.1,8.3
1885,6,10,55,46,12.8,7.8
1885,6,11,61,49,16.1,9.4
1885,6,12,64,51,17.8,10.6
1885,6,13,54,51,12.2,10.6
1885,6,14,56,48,13.3,8.9
1885,6,15,57,49,13.9,9.4
1885,6,16,56,48,13.3,8.9
1885,6,17,57,49,13.9,9.4
1885,6,18,57,49,13.9,9.4
1885,6,19,55,49,12.8,9.4
1885,6,20,56,47,13.3,8.3
1885,6,21,54,46,12.2,7.8
1885,6,22,57,48,13.9,8.9
1885,6,23,55,46,12.8,7.8
1885,6,24,58,47,14.4,8.3
1885,6,25,55,49,12.8,9.4
1885,6,26,57,48,13.9,8.9
1885,6,27,59,49,15,9.4
1885,6,28,58,52,14.4,11.1
1885,6,29,55,51,12.8,10.6
1885,6,30,55,48,12.8,8.9
1885,7,1,58,49,14.4,9.4
1885,7,2,60,50,15.6,10
1885,7,3,60,51,15.6,10.6
1885,7,4,62,51,16.7,10.6
1885,7,5,64,56,17.8,13.3
1885,7,6,63,54,17.2,12.2
1885,7,7,60,55,15.6,12.8
1885,7,8,60,49,15.6,9.4
1885,7,9,60,49,15.6,9.4
1885,7,10,55,53,12.8,11.7
1885,7,11,60,54,15.6,12.2
1885,7,12,58,48,14.4,8.9
1885,7,13,58,48,14.4,8.9
1885,7,14,57,51,13.9,10.6
1885,7,15,59,51,15,10.6
1885,7,16,56,49,13.3,9.4
1885,7,17,58,48,14.4,8.9
1885,7,18,55,50,12.8,10
1885,7,19,57,49,13.9,9.4
1885,7,20,58,50,14.4,10
1885,7,21,65,51,18.3,10.6
1885,7,22,65,55,18.3,12.8
1885,7,23,68,55,20,12.8
1885,7,24,74,56,23.3,13.3
1885,7,25,73,63,22.8,17.2
1885,7,26,55,59,12.8,15
1885,7,27,59,52,15,11.1
1885,7,28,64,51,17.8,10.6
1885,7,29,69,55,20.6,12.8
1885,7,30,68,59,20,15
1885,7,31,67,56,19.4,13.3
1885,8,1,60,56,15.6,13.3
1885,8,2,56,54,13.3,12.2
1885,8,3,56,51,13.3,10.6
1885,8,4,56,49,13.3,9.4
1885,8,5,57,50,13.9,10
1885,8,6,59,52,15,11.1
1885,8,7,57,53,13.9,11.7
1885,8,8,62,51,16.7,10.6
1885,8,9,66,53,18.9,11.7
1885,8,10,58,53,14.4,11.7
1885,8,11,59,51,15,10.6
1885,8,12,54,47,12.2,8.3
1885,8,13,53,47,11.7,8.3
1885,8,14,59,49,15,9.4
1885,8,15,64,48,17.8,8.9
1885,8,16,65,53,18.3,11.7
1885,8,17,60,56,15.6,13.3
1885,8,18,63,54,17.2,12.2
1885,8,19,63,48,17.2,8.9
1885,8,20,59,51,15,10.6
1885,8,21,60,53,15.6,11.7
1885,8,22,57,53,13.9,11.7
1885,8,23,58,53,14.4,11.7
1885,8,24,58,54,14.4,12.2
1885,8,25,59,53,15,11.7
1885,8,26,57,53,13.9,11.7
1885,8,27,56,50,13.3,10
1885,8,28,56,50,13.3,10
1885,8,29,54,50,12.2,10
1885,8,30,57,46,13.9,7.8
1885,8,31,58,50,14.4,10
1885,9,1,61,47,16.1,8.3
1885,9,2,58,51,14.4,10.6
1885,9,3,64,50,17.8,10
1885,9,4,60,53,15.6,11.7
1885,9,5,59,53,15,11.7
1885,9,6,59,51,15,10.6
1885,9,7,59,52,15,11.1
1885,9,8,59,54,15,12.2
1885,9,9,60,49,15.6,9.4
1885,9,10,58,48,14.4,8.9
1885,9,11,60,48,15.6,8.9
1885,9,12,62,47,16.7,8.3
1885,9,13,59,49,15,9.4
1885,9,14,57,50,13.9,10
1885,9,15,55,51,12.8,10.6
1885,9,16,58,49,14.4,9.4
1885,9,17,57,47,13.9,8.3
1885,9,18,56,45,13.3,7.2
1885,9,19,56,48,13.3,8.9
1885,9,20,58,49,14.4,9.4
1885,9,21,58,50,14.4,10
1885,9,22,56,50,13.3,10
1885,9,23,55,50,12.8,10
1885,9,24,50,47,10,8.3
1885,9,25,50,46,10,7.8
1885,9,26,51,41,10.6,5
1885,9,27,52,42,11.1,5.6
1885,9,28,54,46,12.2,7.8
1885,9,29,55,48,12.8,8.9
1885,9,30,57,36,13.9,2.2
1885,10,1,53,44,11.7,6.7
1885,10,2,54,47,12.2,8.3
1885,10,3,54,43,12.2,6.1
1885,10,4,52,44,11.1,6.7
1885,10,5,50,41,10,5
1885,10,6,50,42,10,5.6
1885,10,7,51,43,10.6,6.1
1885,10,8,52,42,11.1,5.6
1885,10,9,50,44,10,6.7
1885,10,10,49,43,9.4,6.1
1885,10,11,48,40,8.9,4.4
1885,10,12,48,40,8.9,4.4
1885,10,13,50,40,10,4.4
1885,10,14,50,42,10,5.6
1885,10,15,53,46,11.7,7.8
1885,10,16,54,48,12.2,8.9
1885,10,17,54,48,12.2,8.9
1885,10,18,52,44,11.1,6.7
1885,10,19,46,45,7.8,7.2
1885,10,20,47,43,8.3,6.1
1885,10,21,47,43,8.3,6.1
1885,10,22,45,41,7.2,5
1885,10,23,45,41,7.2,5
1885,10,24,47,34,8.3,1.1
1885,10,25,49,39,9.4,3.9
1885,10,26,48,40,8.9,4.4
1885,10,27,47,39,8.3,3.9
1885,10,28,55,38,12.8,3.3
1885,10,29,50,42,10,5.6
1885,10,30,55,40,12.8,4.4
1885,10,31,50,42,10,5.6
1885,11,1,51,44,10.6,6.7
1885,11,2,54,48,12.2,8.9
1885,11,3,55,49,12.8,9.4
1885,11,4,45,41,7.2,5
1885,11,5,47,37,8.3,2.8
1885,11,6,54,38,12.2,3.3
1885,11,7,54,45,12.2,7.2
1885,11,8,54,49,12.2,9.4
1885,11,9,52,45,11.1,7.2
1885,11,10,50,43,10,6.1
1885,11,11,46,42,7.8,5.6
1885,11,12,47,43,8.3,6.1
1885,11,13,47,44,8.3,6.7
1885,11,14,37,42,2.8,5.6
1885,11,15,42,44,5.6,6.7
1885,11,16,43,33,6.1,0.6
1885,11,17,44,35,6.7,1.7
1885,11,18,46,34,7.8,1.1
1885,11,19,47,40,8.3,4.4
1885,11,20,45,41,7.2,5
1885,11,21,48,41,8.9,5
1885,11,22,44,37,6.7,2.8
1885,11,23,44,35,6.7,1.7
1885,11,24,45,37,7.2,2.8
1885,11,25,49,42,9.4,5.6
1885,11,26,54,43,12.2,6.1
1885,11,27,50,44,10,6.7
1885,11,28,45,40,7.2,4.4
1885,11,29,51,36,10.6,2.2
1885,11,30,48,37,8.9,2.8
1885,12,1,48,42,8.9,5.6
1885,12,2,50,44,10,6.7
1885,12,3,49,40,9.4,4.4
1885,12,4,46,36,7.8,2.2
1885,12,5,46,37,7.8,2.8
1885,12,6,39,36,3.9,2.2
1885,12,7,39,33,3.9,0.6
1885,12,8,43,35,6.1,1.7
1885,12,9,45,35,7.2,1.7
1885,12,10,39,35,3.9,1.7
1885,12,11,47,34,8.3,1.1
1885,12,12,49,37,9.4,2.8
1885,12,13,50,45,10,7.2
1885,12,14,49,46,9.4,7.8
1885,12,15,53,44,11.7,6.7
1885,12,16,54,43,12.2,6.1
1885,12,17,53,47,11.7,8.3
1885,12,18,49,43,9.4,6.1
1885,12,19,47,43,8.3,6.1
1885,12,20,46,43,7.8,6.1
1885,12,21,46,43,7.8,6.1
1885,12,22,46,41,7.8,5
1885,12,23,45,36,7.2,2.2
1885,12,24,47,43,8.3,6.1
1885,12,25,47,43,8.3,6.1
1885,12,26,45,43,7.2,6.1
1885,12,27,48,42,8.9,5.6
1885,12,28,43,42,6.1,5.6
1885,12,29,42,30,5.6,-1.1
1885,12,30,50,33,10,0.6
1885,12,31,50,38,10,3.3
1886,1,1,50,46,10,7.8
1886,1,2,50,44,10,6.7
1886,1,3,50,41,10,5
1886,1,4,45,36,7.2,2.2
1886,1,5,48,32,8.9,0
1886,1,6,37,33,2.8,0.6
1886,1,7,42,30,5.6,-1.1
1886,1,8,42,26,5.6,-3.3
1886,1,9,46,32,7.8,0
1886,1,10,47,34,8.3,1.1
1886,1,11,46,41,7.8,5
1886,1,12,48,41,8.9,5
1886,1,13,45,35,7.2,1.7
1886,1,14,47,34,8.3,1.1
1886,1,15,41,39,5,3.9
1886,1,16,39,33,3.9,0.6
1886,1,17,38,32,3.3,0
1886,1,18,39,30,3.9,-1.1
1886,1,19,42,30,5.6,-1.1
1886,1,20,44,34,6.7,1.1
1886,1,21,41,36,5,2.2
1886,1,22,41,38,5,3.3
1886,1,23,41,31,5,-0.6
1886,1,24,39,36,3.9,2.2
1886,1,25,41,30,5,-1.1
1886,1,26,41,31,5,-0.6
1886,1,27,42,36,5.6,2.2
1886,1,28,43,34,6.1,1.1
1886,1,29,44,34,6.7,1.1
1886,1,30,40,33,4.4,0.6
1886,1,31,41,31,5,-0.6
1886,2,1,44,31,6.7,-0.6
1886,2,2,43,36,6.1,2.2
1886,2,3,42,34,5.6,1.1
1886,2,4,44,37,6.7,2.8
1886,2,5,40,32,4.4,0
1886,2,6,42,34,5.6,1.1
1886,2,7,48,38,8.9,3.3
1886,2,8,51,41,10.6,5
1886,2,9,49,45,9.4,7.2
1886,2,10,48,42,8.9,5.6
1886,2,11,44,36,6.7,2.2
1886,2,12,48,37,8.9,2.8
1886,2,13,47,38,8.3,3.3
1886,2,14,46,34,7.8,1.1
1886,2,15,42,34,5.6,1.1
1886,2,16,41,36,5,2.2
1886,2,17,41,36,5,2.2
1886,2,18,40,36,4.4,2.2
1886,2,19,41,32,5,0
1886,2,20,48,34,8.9,1.1
1886,2,21,46,38,7.8,3.3
1886,2,22,45,38,7.2,3.3
1886,2,23,40,36,4.4,2.2
1886,2,24,40,32,4.4,0
1886,2,25,38,30,3.3,-1.1
1886,2,26,38,31,3.3,-0.6
1886,2,27,37,30,2.8,-1.1
1886,2,28,38,32,3.3,0
1886,3,1,34,30,1.1,-1.1
1886,3,2,35,29,1.7,-1.7
1886,3,3,38,29,3.3,-1.7
1886,3,4,41,32,5,0
1886,3,5,41,34,5,1.1
1886,3,6,39,33,3.9,0.6
1886,3,7,41,30,5,-1.1
1886,3,8,45,30,7.2,-1.1
1886,3,9,42,33,5.6,0.6
1886,3,10,39,26,3.9,-3.3
1886,3,11,40,27,4.4,-2.8
1886,3,12,38,28,3.3,-2.2
1886,3,13,42,28,5.6,-2.2
1886,3,14,41,29,5,-1.7
1886,3,15,38,30,3.3,-1.1
1886,3,16,41,30,5,-1.1
1886,3,17,39,26,3.9,-3.3
1886,3,18,46,32,7.8,0
1886,3,19,49,34,9.4,1.1
1886,3,20,52,43,11.1,6.1
1886,3,21,54,46,12.2,7.8
1886,3,22,53,47,11.7,8.3
1886,3,23,58,46,14.4,7.8
1886,3,24,56,49,13.3,9.4
1886,3,25,55,48,12.8,8.9
1886,3,26,52,45,11.1,7.2
1886,3,27,46,43,7.8,6.1
1886,3,28,49,39,9.4,3.9
1886,3,29,48,39,8.9,3.9
1886,3,30,53,36,11.7,2.2
1886,3,31,42,31,5.6,-0.6
1886,4,1,50,33,10,0.6
1886,4,2,49,33,9.4,0.6
1886,4,3,49,34,9.4,1.1
1886,4,4,49,34,9.4,1.1
1886,4,5,50,39,10,3.9
1886,4,6,47,37,8.3,2.8
1886,4,7,50,34,10,1.1
1886,4,8,48,35,8.9,1.7
1886,4,9,47,35,8.3,1.7
1886,4,10,44,33,6.7,0.6
1886,4,11,47,35,8.3,1.7
1886,4,12,50,37,10,2.8
1886,4,13,49,42,9.4,5.6
1886,4,14,48,43,8.9,6.1
1886,4,15,50,43,10,6.1
1886,4,16,50,43,10,6.1
1886,4,17,50,39,10,3.9
1886,4,18,48,40,8.9,4.4
1886,4,19,47,42,8.3,5.6
1886,4,20,52,41,11.1,5
1886,4,21,48,39,8.9,3.9
1886,4,22,49,38,9.4,3.3
1886,4,23,48,39,8.9,3.9
1886,4,24,48,43,8.9,6.1
1886,4,25,54,43,12.2,6.1
1886,4,26,64,43,17.8,6.1
1886,4,27,61,51,16.1,10.6
1886,4,28,48,42,8.9,5.6
1886,4,29,47,38,8.3,3.3
1886,4,30,50,35,10,1.7
1886,5,1,55,38,12.8,3.3
1886,5,2,54,39,12.2,3.9
1886,5,3,61,46,16.1,7.8
1886,5,4,54,47,12.2,8.3
1886,5,5,54,48,12.2,8.9
1886,5,6,61,46,16.1,7.8
1886,5,7,58,48,14.4,8.9
1886,5,8,54,45,12.2,7.2
1886,5,9,50,44,10,6.7
1886,5,10,52,44,11.1,6.7
1886,5,11,49,41,9.4,5
1886,5,12,50,39,10,3.9
1886,5,13,49,35,9.4,1.7
1886,5,14,47,39,8.3,3.9
1886,5,15,48,40,8.9,4.4
1886,5,16,54,42,12.2,5.6
1886,5,17,53,44,11.7,6.7
1886,5,18,49,43,9.4,6.1
1886,5,19,53,43,11.7,6.1
1886,5,20,50,43,10,6.1
1886,5,21,55,45,12.8,7.2
1886,5,22,64,43,17.8,6.1
1886,5,23,58,48,14.4,8.9
1886,5,24,48,45,8.9,7.2
1886,5,25,50,45,10,7.2
1886,5,26,52,40,11.1,4.4
1886,5,27,51,41,10.6,5
1886,5,28,51,44,10.6,6.7
1886,5,29,51,45,10.6,7.2
1886,5,30,53,44,11.7,6.7
1886,5,31,50,43,10,6.1
1886,6,1,50,42,10,5.6
1886,6,2,52,46,11.1,7.8
1886,6,3,56,46,13.3,7.8
1886,6,4,58,45,14.4,7.2
1886,6,5,56,49,13.3,9.4
1886,6,6,54,49,12.2,9.4
1886,6,7,55,47,12.8,8.3
1886,6,8,56,46,13.3,7.8
1886,6,9,62,50,16.7,10
1886,6,10,57,51,13.9,10.6
1886,6,11,61,48,16.1,8.9
1886,6,12,55,50,12.8,10
1886,6,13,56,48,13.3,8.9
1886,6,14,57,50,13.9,10
1886,6,15,55,44,12.8,6.7
1886,6,16,54,47,12.2,8.3
1886,6,17,55,48,12.8,8.9
1886,6,18,53,47,11.7,8.3
1886,6,19,55,48,12.8,8.9
1886,6,20,55,49,12.8,9.4
1886,6,21,55,49,12.8,9.4
1886,6,22,54,50,12.2,10
1886,6,23,55,47,12.8,8.3
1886,6,24,56,41,13.3,5
1886,6,25,58,48,14.4,8.9
1886,6,26,57,48,13.9,8.9
1886,6,27,58,48,14.4,8.9
1886,6,28,62,51,16.7,10.6
1886,6,29,60,53,15.6,11.7
1886,6,30,70,53,21.1,11.7
1886,7,1,73,50,22.8,10
1886,7,2,64,56,17.8,13.3
1886,7,3,62,57,16.7,13.9
1886,7,4,60,56,15.6,13.3
1886,7,5,64,50,17.8,10
1886,7,6,62,54,16.7,12.2
1886,7,7,58,51,14.4,10.6
1886,7,8,57,50,13.9,10
1886,7,9,58,49,14.4,9.4
1886,7,10,62,51,16.7,10.6
1886,7,11,61,55,16.1,12.8
1886,7,12,61,54,16.1,12.2
1886,7,13,60,51,15.6,10.6
1886,7,14,55,48,12.8,8.9
1886,7,15,58,50,14.4,10
1886,7,16,58,50,14.4,10
1886,7,17,60,48,15.6,8.9
1886,7,18,65,52,18.3,11.1
1886,7,19,64,55,17.8,12.8
1886,7,20,67,50,19.4,10
1886,7,21,65,56,18.3,13.3
1886,7,22,60,54,15.6,12.2
1886,7,23,61,53,16.1,11.7
1886,7,24,61,48,16.1,8.9
1886,7,25,58,51,14.4,10.6
1886,7,26,58,53,14.4,11.7
1886,7,27,55,48,12.8,8.9
1886,7,28,57,50,13.9,10
1886,7,29,60,50,15.6,10
1886,7,30,61,51,16.1,10.6
1886,7,31,60,51,15.6,10.6
1886,8,1,58,51,14.4,10.6
1886,8,2,57,49,13.9,9.4
1886,8,3,56,50,13.3,10
1886,8,4,64,50,17.8,10
1886,8,5,63,53,17.2,11.7
1886,8,6,62,54,16.7,12.2
1886,8,7,63,56,17.2,13.3
1886,8,8,62,54,16.7,12.2
1886,8,9,61,54,16.1,12.2
1886,8,10,59,50,15,10
1886,8,11,59,53,15,11.7
1886,8,12,60,51,15.6,10.6
1886,8,13,58,53,14.4,11.7
1886,8,14,68,51,20,10.6
1886,8,15,66,50,18.9,10
1886,8,16,59,52,15,11.1
1886,8,17,60,53,15.6,11.7
1886,8,18,62,54,16.7,12.2
1886,8,19,60,54,15.6,12.2
1886,8,20,62,55,16.7,12.8
1886,8,21,62,54,16.7,12.2
1886,8,22,63,54,17.2,12.2
1886,8,23,65,50,18.3,10
1886,8,24,62,54,16.7,12.2
1886,8,25,60,54,15.6,12.2
1886,8,26,61,52,16.1,11.1
1886,8,27,63,52,17.2,11.1
1886,8,28,66,56,18.9,13.3
1886,8,29,67,54,19.4,12.2
1886,8,30,68,59,20,15
1886,8,31,67,55,19.4,12.8
1886,9,1,60,54,15.6,12.2
1886,9,2,60,51,15.6,10.6
1886,9,3,64,48,17.8,8.9
1886,9,4,65,53,18.3,11.7
1886,9,5,65,57,18.3,13.9
1886,9,6,60,53,15.6,11.7
1886,9,7,59,47,15,8.3
1886,9,8,59,38,15,3.3
1886,9,9,63,48,17.2,8.9
1886,9,10,58,48,14.4,8.9
1886,9,11,61,45,16.1,7.2
1886,9,12,59,53,15,11.7
1886,9,13,55,51,12.8,10.6
1886,9,14,55,50,12.8,10
1886,9,15,55,50,12.8,10
1886,9,16,58,43,14.4,6.1
1886,9,17,57,45,13.9,7.2
1886,9,18,61,50,16.1,10
1886,9,19,59,51,15,10.6
1886,9,20,55,48,12.8,8.9
1886,9,21,52,50,11.1,10
1886,9,22,52,48,11.1,8.9
1886,9,23,54,48,12.2,8.9
1886,9,24,53,47,11.7,8.3
1886,9,25,55,45,12.8,7.2
1886,9,26,59,48,15,8.9
1886,9,27,57,50,13.9,10
1886,9,28,57,45,13.9,7.2
1886,9,29,61,47,16.1,8.3
1886,9,30,63,56,17.2,13.3
1886,10,1,55,47,12.8,8.3
1886,10,2,58,42,14.4,5.6
1886,10,3,59,48,15,8.9
1886,10,4,62,55,16.7,12.8
1886,10,5,64,55,17.8,12.8
1886,10,6,58,54,14.4,12.2
1886,10,7,56,51,13.3,10.6
1886,10,8,57,49,13.9,9.4
1886,10,9,56,51,13.3,10.6
1886,10,10,53,45,11.7,7.2
1886,10,11,57,44,13.9,6.7
1886,10,12,55,42,12.8,5.6
1886,10,13,54,47,12.2,8.3
1886,10,14,55,46,12.8,7.8
1886,10,15,53,43,11.7,6.1
1886,10,16,52,47,11.1,8.3
1886,10,17,54,45,12.2,7.2
1886,10,18,53,48,11.7,8.9
1886,10,19,53,49,11.7,9.4
1886,10,20,52,48,11.1,8.9
1886,10,21,53,45,11.7,7.2
1886,10,22,49,37,9.4,2.8
1886,10,23,52,38,11.1,3.3
1886,10,24,52,47,11.1,8.3
1886,10,25,51,44,10.6,6.7
1886,10,26,51,43,10.6,6.1
1886,10,27,50,44,10,6.7
1886,10,28,52,46,11.1,7.8
1886,10,29,56,48,13.3,8.9
1886,10,30,55,48,12.8,8.9
1886,10,31,54,48,12.2,8.9
1886,11,1,51,46,10.6,7.8
1886,11,2,52,40,11.1,4.4
1886,11,3,52,46,11.1,7.8
1886,11,4,47,41,8.3,5
1886,11,5,46,39,7.8,3.9
1886,11,6,47,37,8.3,2.8
1886,11,7,47,39,8.3,3.9
1886,11,8,46,40,7.8,4.4
1886,11,9,48,38,8.9,3.3
1886,11,10,48,42,8.9,5.6
1886,11,11,49,45,9.4,7.2
1886,11,12,48,42,8.9,5.6
1886,11,13,48,43,8.9,6.1
1886,11,14,51,45,10.6,7.2
1886,11,15,52,47,11.1,8.3
1886,11,16,49,37,9.4,2.8
1886,11,17,47,38,8.3,3.3
1886,11,18,53,41,11.7,5
1886,11,19,54,45,12.2,7.2
1886,11,20,53,52,11.7,11.1
1886,11,21,50,40,10,4.4
1886,11,22,51,40,10.6,4.4
1886,11,23,53,46,11.7,7.8
1886,11,24,51,49,10.6,9.4
1886,11,25,52,50,11.1,10
1886,11,26,50,46,10,7.8
1886,11,27,49,39,9.4,3.9
1886,11,28,50,44,10,6.7
1886,11,29,48,39,8.9,3.9
1886,11,30,45,38,7.2,3.3
1886,12,1,42,38,5.6,3.3
1886,12,2,38,31,3.3,-0.6
1886,12,3,45,33,7.2,0.6
1886,12,4,50,33,10,0.6
1886,12,5,50,37,10,2.8
1886,12,6,49,46,9.4,7.8
1886,12,7,43,35,6.1,1.7
1886,12,8,42,34,5.6,1.1
1886,12,9,45,34,7.2,1.1
1886,12,10,45,37,7.2,2.8
1886,12,11,44,35,6.7,1.7
1886,12,12,44,40,6.7,4.4
1886,12,13,44,39,6.7,3.9
1886,12,14,43,36,6.1,2.2
1886,12,15,41,35,5,1.7
1886,12,16,41,37,5,2.8
1886,12,17,37,32,2.8,0
1886,12,18,38,31,3.3,-0.6
1886,12,19,39,32,3.9,0
1886,12,20,37,31,2.8,-0.6
1886,12,21,40,31,4.4,-0.6
1886,12,22,45,34,7.2,1.1
1886,12,23,45,39,7.2,3.9
1886,12,24,43,39,6.1,3.9
1886,12,25,41,35,5,1.7
1886,12,26,40,34,4.4,1.1
1886,12,27,45,34,7.2,1.1
1886,12,28,45,35,7.2,1.7
1886,12,29,45,35,7.2,1.7
1886,12,30,43,37,6.1,2.8
1886,12,31,42,37,5.6,2.8
1887,1,1,43,39,6.1,3.9
1887,1,2,42,39,5.6,3.9
1887,1,3,42,35,5.6,1.7
1887,1,4,38,34,3.3,1.1
1887,1,5,40,33,4.4,0.6
1887,1,6,40,31,4.4,-0.6
1887,1,7,40,31,4.4,-0.6
1887,1,8,40,36,4.4,2.2
1887,1,9,39,35,3.9,1.7
1887,1,10,47,33,8.3,0.6
1887,1,11,44,35,6.7,1.7
1887,1,12,41,34,5,1.1
1887,1,13,44,35,6.7,1.7
1887,1,14,43,39,6.1,3.9
1887,1,15,39,32,3.9,0
1887,1,16,39,32,3.9,0
1887,1,17,44,31,6.7,-0.6
1887,1,18,51,35,10.6,1.7
1887,1,19,50,35,10,1.7
1887,1,20,45,39,7.2,3.9
1887,1,21,46,42,7.8,5.6
1887,1,22,47,44,8.3,6.7
